Area,Pincode,Date,Actual_Waste_kg
Whitefield,560023,2025-01-05,33399
Whitefield,560023,2025-01-06,38479
Whitefield,560023,2025-01-07,35293
Whitefield,560023,2025-01-08,39123
Whitefield,560023,2025-01-09,35875
Whitefield,560023,2025-01-10,35115
Whitefield,560023,2025-01-11,39310
Whitefield,560023,2025-01-12,35597
Whitefield,560023,2025-01-13,35107
Whitefield,560023,2025-01-14,36011
Whitefield,560023,2025-01-15,36110
Whitefield,560023,2025-01-16,36388
Whitefield,560023,2025-01-17,38560
Whitefield,560023,2025-01-18,38715
Whitefield,560023,2025-01-19,36908
Whitefield,560023,2025-01-20,39082
Whitefield,560023,2025-01-21,36037
Whitefield,560023,2025-01-22,38669
Whitefield,560023,2025-01-23,36492
Whitefield,560023,2025-01-24,38620
Whitefield,560023,2025-01-25,37707
Whitefield,560023,2025-01-26,33783
Whitefield,560023,2025-01-27,34197
Whitefield,560023,2025-01-28,34119
Whitefield,560023,2025-01-29,34820
Whitefield,560023,2025-01-30,37105
Whitefield,560023,2025-01-31,36272
Whitefield,560023,2025-02-01,35505
Whitefield,560023,2025-02-02,38042
Whitefield,560023,2025-02-03,38554
Whitefield,560023,2025-02-04,38957
Whitefield,560023,2025-02-05,34311
Whitefield,560023,2025-02-06,38167
Whitefield,560023,2025-02-07,36143
Whitefield,560023,2025-02-08,36680
Whitefield,560023,2025-02-09,34965
Whitefield,560023,2025-02-10,36768
Whitefield,560023,2025-02-11,37087
Whitefield,560023,2025-02-12,33525
Whitefield,560023,2025-02-13,35874
Whitefield,560023,2025-02-14,38087
Whitefield,560023,2025-02-15,36284
Whitefield,560023,2025-02-16,33418
Whitefield,560023,2025-02-17,34126
Whitefield,560023,2025-02-18,38971
Whitefield,560023,2025-02-19,33647
Whitefield,560023,2025-02-20,34183
Whitefield,560023,2025-02-21,36130
Whitefield,560023,2025-02-22,36357
Whitefield,560023,2025-02-23,34247
Whitefield,560023,2025-02-24,37519
Whitefield,560023,2025-02-25,34929
Whitefield,560023,2025-02-26,34008
Whitefield,560023,2025-02-27,36263
Whitefield,560023,2025-02-28,39026
Whitefield,560023,2025-03-01,34960
Whitefield,560023,2025-03-02,37314
Whitefield,560023,2025-03-03,33646
Whitefield,560023,2025-03-04,34322
Whitefield,560023,2025-03-05,35323
Whitefield,560023,2025-03-06,36047
Whitefield,560023,2025-03-07,34410
Whitefield,560023,2025-03-08,35146
Whitefield,560023,2025-03-09,36453
Whitefield,560023,2025-03-10,34905
Whitefield,560023,2025-03-11,34773
Whitefield,560023,2025-03-12,37063
Whitefield,560023,2025-03-13,36925
Whitefield,560023,2025-03-14,38359
Whitefield,560023,2025-03-15,38854
Whitefield,560023,2025-03-16,38759
Whitefield,560023,2025-03-17,34307
Whitefield,560023,2025-03-18,34503
Whitefield,560023,2025-03-19,36440
Whitefield,560023,2025-03-20,36552
Whitefield,560023,2025-03-21,33669
Whitefield,560023,2025-03-22,38022
Whitefield,560023,2025-03-23,37532
Whitefield,560023,2025-03-24,36251
Whitefield,560023,2025-03-25,39301
Whitefield,560023,2025-03-26,37984
Whitefield,560023,2025-03-27,33477
Whitefield,560023,2025-03-28,39071
Whitefield,560023,2025-03-29,38612
Whitefield,560023,2025-03-30,38017
Whitefield,560023,2025-03-31,35092
Whitefield,560023,2025-04-01,38179
Whitefield,560023,2025-04-02,37200
Whitefield,560023,2025-04-03,35086
Whitefield,560023,2025-04-04,36354
Whitefield,560023,2025-04-05,33338
Whitefield,560023,2025-04-06,37743
Whitefield,560023,2025-04-07,38158
Whitefield,560023,2025-04-08,39196
Whitefield,560023,2025-04-09,34273
Whitefield,560023,2025-04-10,33715
Whitefield,560023,2025-04-11,37267
Whitefield,560023,2025-04-12,37012
Whitefield,560023,2025-04-13,37673
Whitefield,560023,2025-04-14,35186
Whitefield,560023,2025-04-15,35853
Whitefield,560023,2025-04-16,35278
Whitefield,560023,2025-04-17,34702
Whitefield,560023,2025-04-18,36865
Whitefield,560023,2025-04-19,38913
Whitefield,560023,2025-04-20,37851
Whitefield,560023,2025-04-21,38446
Whitefield,560023,2025-04-22,35252
Whitefield,560023,2025-04-23,37466
Whitefield,560023,2025-04-24,34563
Whitefield,560023,2025-04-25,38329
Whitefield,560023,2025-04-26,35812
Whitefield,560023,2025-04-27,33819
Whitefield,560023,2025-04-28,38486
Whitefield,560023,2025-04-29,34141
Whitefield,560023,2025-04-30,39093
Whitefield,560023,2025-05-01,33376
Whitefield,560023,2025-05-02,35396
Whitefield,560023,2025-05-03,38824
Whitefield,560023,2025-05-04,38440
Whitefield,560023,2025-05-05,36577
Whitefield,560023,2025-05-06,37591
Whitefield,560023,2025-05-07,34658
Whitefield,560023,2025-05-08,38601
Whitefield,560023,2025-05-09,33495
Whitefield,560023,2025-05-10,38098
Whitefield,560023,2025-05-11,34138
Whitefield,560023,2025-05-12,38730
Whitefield,560023,2025-05-13,33487
Whitefield,560023,2025-05-14,36997
Whitefield,560023,2025-05-15,35046
Whitefield,560023,2025-05-16,34885
Whitefield,560023,2025-05-17,33654
Whitefield,560023,2025-05-18,34694
Whitefield,560023,2025-05-19,35880
Whitefield,560023,2025-05-20,36070
Whitefield,560023,2025-05-21,37220
Whitefield,560023,2025-05-22,34416
Whitefield,560023,2025-05-23,35523
Whitefield,560023,2025-05-24,39085
Whitefield,560023,2025-05-25,34409
Whitefield,560023,2025-05-26,38892
Whitefield,560023,2025-05-27,38190
Whitefield,560023,2025-05-28,38035
Whitefield,560023,2025-05-29,33770
Whitefield,560023,2025-05-30,34128
Whitefield,560023,2025-05-31,37525
Whitefield,560023,2025-06-01,38698
Whitefield,560023,2025-06-02,35660
Whitefield,560023,2025-06-03,35518
Whitefield,560023,2025-06-04,38352
Whitefield,560023,2025-06-05,37706
Whitefield,560023,2025-06-06,38261
Whitefield,560023,2025-06-07,35556
Whitefield,560023,2025-06-08,35199
Whitefield,560023,2025-06-09,37432
Whitefield,560023,2025-06-10,38454
Whitefield,560023,2025-06-11,35791
Whitefield,560023,2025-06-12,36814
Whitefield,560023,2025-06-13,37825
Whitefield,560023,2025-06-14,37001
Whitefield,560023,2025-06-15,38943
Whitefield,560023,2025-06-16,36219
Whitefield,560023,2025-06-17,34190
Whitefield,560023,2025-06-18,39009
Whitefield,560023,2025-06-19,36554
Whitefield,560023,2025-06-20,35721
Whitefield,560023,2025-06-21,38606
Whitefield,560023,2025-06-22,38602
Whitefield,560023,2025-06-23,38216
Whitefield,560023,2025-06-24,36631
Whitefield,560023,2025-06-25,36139
Whitefield,560023,2025-06-26,39219
Whitefield,560023,2025-06-27,37381
Whitefield,560023,2025-06-28,35091
Whitefield,560023,2025-06-29,34741
Whitefield,560023,2025-06-30,38857
Whitefield,560023,2025-07-01,36858
Whitefield,560023,2025-07-02,36777
Whitefield,560023,2025-07-03,33938
Whitefield,560023,2025-07-04,37259
Whitefield,560023,2025-07-05,37710
Whitefield,560023,2025-07-06,33839
Whitefield,560023,2025-07-07,38787
Whitefield,560023,2025-07-08,34434
Whitefield,560023,2025-07-09,36627
Whitefield,560023,2025-07-10,33633
Whitefield,560023,2025-07-11,35224
Whitefield,560023,2025-07-12,36536
Whitefield,560023,2025-07-13,36662
Whitefield,560023,2025-07-14,33721
Whitefield,560023,2025-07-15,38339
Whitefield,560023,2025-07-16,34802
Whitefield,560023,2025-07-17,36977
Whitefield,560023,2025-07-18,33629
Whitefield,560023,2025-07-19,35437
Whitefield,560023,2025-07-20,38303
Whitefield,560023,2025-07-21,38699
Whitefield,560023,2025-07-22,33798
Whitefield,560023,2025-07-23,35627
Whitefield,560023,2025-07-24,37087
Whitefield,560023,2025-07-25,38435
Whitefield,560023,2025-07-26,39153
Whitefield,560023,2025-07-27,38874
Whitefield,560023,2025-07-28,36738
Whitefield,560023,2025-07-29,35700
Whitefield,560023,2025-07-30,35352
Whitefield,560023,2025-07-31,39112
Whitefield,560023,2025-08-01,35885
Whitefield,560023,2025-08-02,37734
Whitefield,560023,2025-08-03,33995
Whitefield,560023,2025-08-04,34487
Whitefield,560023,2025-08-05,38888
Whitefield,560023,2025-08-06,38973
Whitefield,560023,2025-08-07,36237
Whitefield,560023,2025-08-08,37098
Whitefield,560023,2025-08-09,34895
Whitefield,560023,2025-08-10,33627
Whitefield,560023,2025-08-11,33805
Whitefield,560023,2025-08-12,35544
Whitefield,560023,2025-08-13,36631
Whitefield,560023,2025-08-14,39176
Whitefield,560023,2025-08-15,34708
Whitefield,560023,2025-08-16,36751
Whitefield,560023,2025-08-17,34340
Whitefield,560023,2025-08-18,37389
Whitefield,560023,2025-08-19,38356
Whitefield,560023,2025-08-20,35855
Whitefield,560023,2025-08-21,36385
Whitefield,560023,2025-08-22,36362
Whitefield,560023,2025-08-23,33589
Whitefield,560023,2025-08-24,36326
Whitefield,560023,2025-08-25,38048
Whitefield,560023,2025-08-26,37375
Whitefield,560023,2025-08-27,37722
Whitefield,560023,2025-08-28,35963
Whitefield,560023,2025-08-29,39067
Whitefield,560023,2025-08-30,37847
Whitefield,560023,2025-08-31,35145
Whitefield,560023,2025-09-01,34921
Whitefield,560023,2025-09-02,34055
Whitefield,560023,2025-09-03,35177
Whitefield,560023,2025-09-04,35982
Whitefield,560023,2025-09-05,39072
Whitefield,560023,2025-09-06,38841
Whitefield,560023,2025-09-07,35940
Whitefield,560023,2025-09-08,37802
Whitefield,560023,2025-09-09,34511
Whitefield,560023,2025-09-10,37257
Whitefield,560023,2025-09-11,38132
Whitefield,560023,2025-09-12,34853
Whitefield,560023,2025-09-13,33942
Whitefield,560023,2025-09-14,35764
Whitefield,560023,2025-09-15,39269
Whitefield,560023,2025-09-16,38190
Whitefield,560023,2025-09-17,34611
Whitefield,560023,2025-09-18,38253
Whitefield,560023,2025-09-19,34075
Whitefield,560023,2025-09-20,37536
Whitefield,560023,2025-09-21,37266
Whitefield,560023,2025-09-22,35055
Whitefield,560023,2025-09-23,36439
Whitefield,560023,2025-09-24,38388
Whitefield,560023,2025-09-25,38649
Whitefield,560023,2025-09-26,34904
Whitefield,560023,2025-09-27,34091
Whitefield,560023,2025-09-28,38344
Whitefield,560023,2025-09-29,36887
Whitefield,560023,2025-09-30,37729
Whitefield,560023,2025-10-01,37145
Whitefield,560023,2025-10-02,33610
Whitefield,560023,2025-10-03,36139
Whitefield,560023,2025-10-04,38899
Whitefield,560023,2025-10-05,36058
Whitefield,560023,2025-10-06,36707
Whitefield,560023,2025-10-07,36543
Whitefield,560023,2025-10-08,35981
Whitefield,560023,2025-10-09,36975
Whitefield,560023,2025-10-10,33935
Whitefield,560023,2025-10-11,35375
Whitefield,560023,2025-10-12,38847
Whitefield,560023,2025-10-13,38948
Whitefield,560023,2025-10-14,36370
Whitefield,560023,2025-10-15,37246
Whitefield,560023,2025-10-16,35052
Whitefield,560023,2025-10-17,34224
Whitefield,560023,2025-10-18,33664
Whitefield,560023,2025-10-19,39041
Whitefield,560023,2025-10-20,33756
Whitefield,560023,2025-10-21,36858
Whitefield,560023,2025-10-22,33644
Whitefield,560023,2025-10-23,34105
Whitefield,560023,2025-10-24,36353
Whitefield,560023,2025-10-25,38342
Whitefield,560023,2025-10-26,34308
Whitefield,560023,2025-10-27,39285
Whitefield,560023,2025-10-28,35988
Whitefield,560023,2025-10-29,38773
Whitefield,560023,2025-10-30,34769
Whitefield,560023,2025-10-31,34184
Whitefield,560023,2025-11-01,36836
Whitefield,560023,2025-11-02,34595
Whitefield,560023,2025-11-03,36441
Whitefield,560023,2025-11-04,33778
Whitefield,560023,2025-11-05,34381
Whitefield,560023,2025-11-06,34487
Whitefield,560023,2025-11-07,33593
Whitefield,560023,2025-11-08,36854
Whitefield,560023,2025-11-09,38605
Whitefield,560023,2025-11-10,33340
Whitefield,560023,2025-11-11,36408
Whitefield,560023,2025-11-12,37816
Whitefield,560023,2025-11-13,35692
Whitefield,560023,2025-11-14,36824
Whitefield,560023,2025-11-15,37611
Whitefield,560023,2025-11-16,35947
Whitefield,560023,2025-11-17,35379
Whitefield,560023,2025-11-18,35305
Whitefield,560023,2025-11-19,38294
Whitefield,560023,2025-11-20,39183
Whitefield,560023,2025-11-21,36684
Whitefield,560023,2025-11-22,37164
Whitefield,560023,2025-11-23,34107
Whitefield,560023,2025-11-24,36204
Whitefield,560023,2025-11-25,36080
Whitefield,560023,2025-11-26,33709
Whitefield,560023,2025-11-27,36573
Whitefield,560023,2025-11-28,35100
Whitefield,560023,2025-11-29,34801
Whitefield,560023,2025-11-30,36996
Whitefield,560023,2025-12-01,35369
Whitefield,560023,2025-12-02,37960
Whitefield,560023,2025-12-03,36728
Whitefield,560023,2025-12-04,38364
Whitefield,560023,2025-12-05,33437
Whitefield,560023,2025-12-06,34774
Whitefield,560023,2025-12-07,39204
Whitefield,560023,2025-12-08,38500
Whitefield,560023,2025-12-09,38415
Whitefield,560023,2025-12-10,34158
Whitefield,560023,2025-12-11,37928
Whitefield,560023,2025-12-12,37829
Whitefield,560023,2025-12-13,34638
Whitefield,560023,2025-12-14,34226
Whitefield,560023,2025-12-15,36427
Whitefield,560023,2025-12-16,36945
Whitefield,560023,2025-12-17,37649
Whitefield,560023,2025-12-18,35416
Whitefield,560023,2025-12-19,38510
Whitefield,560023,2025-12-20,34659
Whitefield,560023,2025-12-21,37579
Whitefield,560023,2025-12-22,38722
Whitefield,560023,2025-12-23,34442
Whitefield,560023,2025-12-24,35907
Whitefield,560023,2025-12-25,36190
Whitefield,560023,2025-12-26,37256
Whitefield,560023,2025-12-27,38164
Whitefield,560023,2025-12-28,37112
Whitefield,560023,2025-12-29,37372
Whitefield,560023,2025-12-30,36213
Whitefield,560023,2025-12-31,37249
Jayanagar,560197,2025-01-01,79191
Jayanagar,560197,2025-01-02,80414
Jayanagar,560197,2025-01-03,77200
Jayanagar,560197,2025-01-04,78656
Jayanagar,560197,2025-01-05,77267
Jayanagar,560197,2025-01-06,81901
Jayanagar,560197,2025-01-07,79509
Jayanagar,560197,2025-01-08,78846
Jayanagar,560197,2025-01-09,82822
Jayanagar,560197,2025-01-10,80711
Jayanagar,560197,2025-01-11,81976
Jayanagar,560197,2025-01-12,81286
Jayanagar,560197,2025-01-13,82483
Jayanagar,560197,2025-01-14,78755
Jayanagar,560197,2025-01-15,81129
Jayanagar,560197,2025-01-16,82887
Jayanagar,560197,2025-01-17,82429
Jayanagar,560197,2025-01-18,81532
Jayanagar,560197,2025-01-19,79302
Jayanagar,560197,2025-01-20,77500
Jayanagar,560197,2025-01-21,79114
Jayanagar,560197,2025-01-22,79894
Jayanagar,560197,2025-01-23,80667
Jayanagar,560197,2025-01-24,80064
Jayanagar,560197,2025-01-25,78050
Jayanagar,560197,2025-01-26,77617
Jayanagar,560197,2025-01-27,77426
Jayanagar,560197,2025-01-28,79288
Jayanagar,560197,2025-01-29,82550
Jayanagar,560197,2025-01-30,79146
Jayanagar,560197,2025-01-31,78400
Jayanagar,560197,2025-02-01,80274
Jayanagar,560197,2025-02-02,82717
Jayanagar,560197,2025-02-03,78394
Jayanagar,560197,2025-02-04,79738
Jayanagar,560197,2025-02-05,82687
Jayanagar,560197,2025-02-06,77160
Jayanagar,560197,2025-02-07,78784
Jayanagar,560197,2025-02-08,82745
Jayanagar,560197,2025-02-09,80644
Jayanagar,560197,2025-02-10,77047
Jayanagar,560197,2025-02-11,82508
Jayanagar,560197,2025-02-12,81440
Jayanagar,560197,2025-02-13,79219
Jayanagar,560197,2025-02-14,81672
Jayanagar,560197,2025-02-15,77165
Jayanagar,560197,2025-02-16,79845
Jayanagar,560197,2025-02-17,82035
Jayanagar,560197,2025-02-18,78004
Jayanagar,560197,2025-02-19,80953
Jayanagar,560197,2025-02-20,81675
Jayanagar,560197,2025-02-21,81648
Jayanagar,560197,2025-02-22,79361
Jayanagar,560197,2025-02-23,79225
Jayanagar,560197,2025-02-24,82731
Jayanagar,560197,2025-02-25,81493
Jayanagar,560197,2025-02-26,80739
Jayanagar,560197,2025-02-27,78019
Jayanagar,560197,2025-02-28,81751
Jayanagar,560197,2025-03-01,78716
Jayanagar,560197,2025-03-02,79572
Jayanagar,560197,2025-03-03,80254
Jayanagar,560197,2025-03-04,80186
Jayanagar,560197,2025-03-05,78769
Jayanagar,560197,2025-03-06,82665
Jayanagar,560197,2025-03-07,79876
Jayanagar,560197,2025-03-08,82528
Jayanagar,560197,2025-03-09,81198
Jayanagar,560197,2025-03-10,81409
Jayanagar,560197,2025-03-11,81154
Jayanagar,560197,2025-03-12,78523
Jayanagar,560197,2025-03-13,81483
Jayanagar,560197,2025-03-14,78171
Jayanagar,560197,2025-03-15,77942
Jayanagar,560197,2025-03-16,80461
Jayanagar,560197,2025-03-17,80737
Jayanagar,560197,2025-03-18,78835
Jayanagar,560197,2025-03-19,77535
Jayanagar,560197,2025-03-20,80948
Jayanagar,560197,2025-03-21,77745
Jayanagar,560197,2025-03-22,81082
Jayanagar,560197,2025-03-23,82575
Jayanagar,560197,2025-03-24,79892
Jayanagar,560197,2025-03-25,77018
Jayanagar,560197,2025-03-26,78154
Jayanagar,560197,2025-03-27,77415
Jayanagar,560197,2025-03-28,80210
Jayanagar,560197,2025-03-29,82869
Jayanagar,560197,2025-03-30,79137
Jayanagar,560197,2025-03-31,77409
Jayanagar,560197,2025-04-01,80946
Jayanagar,560197,2025-04-02,81491
Jayanagar,560197,2025-04-03,80640
Jayanagar,560197,2025-04-04,77854
Jayanagar,560197,2025-04-05,81696
Jayanagar,560197,2025-04-06,81948
Jayanagar,560197,2025-04-07,79198
Jayanagar,560197,2025-04-08,79807
Jayanagar,560197,2025-04-09,81927
Jayanagar,560197,2025-04-10,81475
Jayanagar,560197,2025-04-11,80260
Jayanagar,560197,2025-04-12,79285
Jayanagar,560197,2025-04-13,80182
Jayanagar,560197,2025-04-14,82688
Jayanagar,560197,2025-04-15,77233
Jayanagar,560197,2025-04-16,81492
Jayanagar,560197,2025-04-17,82887
Jayanagar,560197,2025-04-18,78955
Jayanagar,560197,2025-04-19,81813
Jayanagar,560197,2025-04-20,77291
Jayanagar,560197,2025-04-21,79882
Jayanagar,560197,2025-04-22,81681
Jayanagar,560197,2025-04-23,81438
Jayanagar,560197,2025-04-24,79123
Jayanagar,560197,2025-04-25,79822
Jayanagar,560197,2025-04-26,82583
Jayanagar,560197,2025-04-27,78064
Jayanagar,560197,2025-04-28,77818
Jayanagar,560197,2025-04-29,79233
Jayanagar,560197,2025-04-30,77229
Jayanagar,560197,2025-05-01,82866
Jayanagar,560197,2025-05-02,81079
Jayanagar,560197,2025-05-03,81326
Jayanagar,560197,2025-05-04,81353
Jayanagar,560197,2025-05-05,80815
Jayanagar,560197,2025-05-06,81245
Jayanagar,560197,2025-05-07,77012
Jayanagar,560197,2025-05-08,81372
Jayanagar,560197,2025-05-09,78926
Jayanagar,560197,2025-05-10,82399
Jayanagar,560197,2025-05-11,77370
Jayanagar,560197,2025-05-12,77568
Jayanagar,560197,2025-05-13,77396
Jayanagar,560197,2025-05-14,77292
Jayanagar,560197,2025-05-15,78542
Jayanagar,560197,2025-05-16,77937
Jayanagar,560197,2025-05-17,82845
Jayanagar,560197,2025-05-18,81136
Jayanagar,560197,2025-05-19,79725
Jayanagar,560197,2025-05-20,81270
Jayanagar,560197,2025-05-21,79897
Jayanagar,560197,2025-05-22,82657
Jayanagar,560197,2025-05-23,78566
Jayanagar,560197,2025-05-24,78212
Jayanagar,560197,2025-05-25,82808
Jayanagar,560197,2025-05-26,81408
Jayanagar,560197,2025-05-27,80995
Jayanagar,560197,2025-05-28,80618
Jayanagar,560197,2025-05-29,82945
Jayanagar,560197,2025-05-30,79618
Jayanagar,560197,2025-05-31,82968
Jayanagar,560197,2025-06-01,81447
Jayanagar,560197,2025-06-02,78913
Jayanagar,560197,2025-06-03,79434
Jayanagar,560197,2025-06-04,79839
Jayanagar,560197,2025-06-05,79157
Jayanagar,560197,2025-06-06,80639
Jayanagar,560197,2025-06-07,77582
Jayanagar,560197,2025-06-08,82527
Jayanagar,560197,2025-06-09,79005
Jayanagar,560197,2025-06-10,79781
Jayanagar,560197,2025-06-11,82603
Jayanagar,560197,2025-06-12,79617
Jayanagar,560197,2025-06-13,77211
Jayanagar,560197,2025-06-14,80370
Jayanagar,560197,2025-06-15,78837
Jayanagar,560197,2025-06-16,80045
Jayanagar,560197,2025-06-17,79425
Jayanagar,560197,2025-06-18,81619
Jayanagar,560197,2025-06-19,77115
Jayanagar,560197,2025-06-20,82258
Jayanagar,560197,2025-06-21,78442
Jayanagar,560197,2025-06-22,78610
Jayanagar,560197,2025-06-23,76993
Jayanagar,560197,2025-06-24,77491
Jayanagar,560197,2025-06-25,77726
Jayanagar,560197,2025-06-26,82896
Jayanagar,560197,2025-06-27,77984
Jayanagar,560197,2025-06-28,82819
Jayanagar,560197,2025-06-29,82142
Jayanagar,560197,2025-06-30,80984
Jayanagar,560197,2025-07-01,80042
Jayanagar,560197,2025-07-02,81340
Jayanagar,560197,2025-07-03,82229
Jayanagar,560197,2025-07-04,82201
Jayanagar,560197,2025-07-05,80013
Jayanagar,560197,2025-07-06,77822
Jayanagar,560197,2025-07-07,78292
Jayanagar,560197,2025-07-08,79985
Jayanagar,560197,2025-07-09,80786
Jayanagar,560197,2025-07-10,81143
Jayanagar,560197,2025-07-11,81867
Jayanagar,560197,2025-07-12,81640
Jayanagar,560197,2025-07-13,82230
Jayanagar,560197,2025-07-14,78912
Jayanagar,560197,2025-07-15,78471
Jayanagar,560197,2025-07-16,79869
Jayanagar,560197,2025-07-17,82862
Jayanagar,560197,2025-07-18,81392
Jayanagar,560197,2025-07-19,82380
Jayanagar,560197,2025-07-20,78189
Jayanagar,560197,2025-07-21,78278
Jayanagar,560197,2025-07-22,78973
Jayanagar,560197,2025-07-23,82017
Jayanagar,560197,2025-07-24,78769
Jayanagar,560197,2025-07-25,78851
Jayanagar,560197,2025-07-26,82426
Jayanagar,560197,2025-07-27,81517
Jayanagar,560197,2025-07-28,82610
Jayanagar,560197,2025-07-29,77104
Jayanagar,560197,2025-07-30,78663
Jayanagar,560197,2025-07-31,82705
Jayanagar,560197,2025-08-01,77376
Jayanagar,560197,2025-08-02,80693
Jayanagar,560197,2025-08-03,82947
Jayanagar,560197,2025-08-04,79990
Jayanagar,560197,2025-08-05,80987
